Patrimonio;Prefixo;Material;Operacao;Tipo;Subtipo;Unidade;Unidade Agrupadora;Estado;Acautelado Para
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 3/15 - Areal;15º GBM - Petrópolis;operando;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 3/15 - Areal;15º GBM - Petrópolis;imprestavel;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;15º GBM - Petrópolis;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Corda De Prontidão - 50m a 100m;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;imprestavel;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/15 - Três Rios;15º GBM - Petrópolis;operando;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Tesourão;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Corda De Prontidão - até 50m;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Corda De Prontidão - até 50m;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Corda De Prontidão - até 50m;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Corda De Prontidão - até 50m;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Malho;PLUVIAM;OPERACIONAL;Salvamento;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;16º GBM - Teresópolis;16º GBM - Teresópolis;inoperante;-
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Alavanca;PLUVIAM;OPERACIONAL;Demais Atividades Especializadas;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;-
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Colete Tático De Busca E Salvamento Em Desastres (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;operando;-
